what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544812603523
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544812619242
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544812624000
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544812633668
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1544812635357
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1544812636317
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544812639893
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1544812643256
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1544812644391
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1544812645770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544812661202
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544812662448
error,log,,,"The Nios II ELF executable does not exist. Please verify that the project sbq built successfully.",1544812662526
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544812662635
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544812664288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544812666985
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544812668677
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544812678575
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544812679585
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1544812687730
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1544812689580
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1544812690824
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1544812691844
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1544812692440
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544812694544
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544812695778
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1544812702110
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544812721086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544812722576
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1544812734598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1544812741193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544812758447
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1544812760495
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1544812765203
